V1,n.schools,match1,matchf,check
"<a href=../../../college/schools/profile.asp?T=21912>Coe College</a> (Cedar Rapids, Iowa)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21360>Bowdoin College</a> (Brunswick, Maine)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21387>Chattanooga State Technical Community College</a> (Chattanooga, Tennessee), <a href=../../../college/schools/profile.asp?T=22050>Lee University</a> (Cleveland, Tennessee)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20512>Bates College</a> (Lewiston, Maine)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22319>Walsh University</a> (North Canton, Ohio), <a href=../../../college/schools/profile.asp?T=21262>Fairmont State College</a> (Fairmont, West Virginia)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21040>Louisiana State University in Shreveport</a> (Shreveport, Louisiana)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20945>Des Moines Area Community College</a> (Des Moines, Iowa), <a href=../../../college/schools/profile.asp?T=20308>St. Cloud State University</a> (St. Cloud, Minnesota)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20607>Regis University</a> (Westminster, Colorado)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22049>Lander University</a> (Greenwood, South Carolina), <a href=../../../college/schools/profile.asp?T=20035>Crowder College</a> (Neosho, Missouri)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21421>Denison University</a> (Granville, Ohio)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22259>Union College</a> (Schenectady, New York), <a href=../../../college/schools/profile.asp?T=20638>Union University</a> (Jackson, Tennessee)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20999>Young Harris College</a> (Young Harris, Georgia)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20818>El Camino-Compton Center</a> (Compton, California), <a href=../../../college/schools/profile.asp?T=22230>Sterling College</a> (Sterling, Kansas), <a href=../../../college/schools/profile.asp?T=20105>Cal State Dominguez Hills</a> (Carson, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22230>Sterling College</a> (Sterling, Kansas), <a href=../../../college/schools/profile.asp?T=20818>El Camino-Compton Center</a> (Compton, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22350>Orange Coast College</a> (Costa Mesa, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20229>Golden West College</a> (Huntington Beach, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20073>Chaffey College</a> (Rancho Cucamonga, California), <a href=../../../college/schools/profile.asp?T=20321>Cal State Los Angeles</a> (Los Angeles, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21317>Alderson-Broaddus College</a> (Philippi, West Virginia), <a href=../../../college/schools/profile.asp?T=21483>Hudson Valley Community College</a> (Troy, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20559>Grayson County College</a> (Denison, Texas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21714>St. Andrews University</a> (Laurinburg, North Carolina)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20881>University at Albany</a> (Albany, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22049>Lander University</a> (Greenwood, South Carolina)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20695>Angelina College</a> (Lufkin, Texas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20798>St. Edward's University</a> (Austin, Texas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20155>Oxnard College</a> (Oxnard, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22040>Kenyon College</a> (Gambier, Ohio)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20310>Valdosta State University</a> (Valdosta, Georgia), <a href=../../../college/schools/profile.asp?T=20562>Indian River State College</a> (Fort Pierce, Florida)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21127>Bellevue University</a> (Bellevue, Nebraska), <a href=../../../college/schools/profile.asp?T=21013>Clarendon College</a> (Clarendon, Texas), <a href=../../../college/schools/profile.asp?T=20234>San Jacinto College</a> (San Jacinto, Texas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20714>Clark College</a> (Vancouver, Washington)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21994>Gallaudet University</a> (Washington, DC)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22247>Tiffin University</a> (Tiffin, Ohio)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20945>Des Moines Area Community College</a> (Des Moines, Iowa), <a href=../../../college/schools/profile.asp?T=20363>University of St. Thomas</a> (St. Paul, Minnesota)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20278>Lubbock Christian University</a> (Lubbock, Texas), <a href=../../../college/schools/profile.asp?T=21013>Clarendon College</a> (Clarendon, Texas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20250>Spartanburg Methodist College</a> (Spartanburg, South Carolina)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22222>SUNY-Brockport</a> (Brockport, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22119>Neumann College</a> (Aston, Pennsylvania), <a href=../../../college/schools/profile.asp?T=20335>Monroe Community College</a> (Rochester, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21951>Davenport University</a> (Grand Rapids, Michigan)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21733>SUNY-Fredonia</a> (Fredonia, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21761>University of Findlay</a> (Findlay, Ohio)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20552>Franklin Pierce University</a> (Rindge, New Hampshire), <a href=../../../college/schools/profile.asp?T=21209>Rowan University</a> (Glassboro, New Jersey)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20525>Columbus State University</a> (Columbus, Georgia)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20210>Viterbo University</a> (La Crosse, Wisconsin), <a href=../../../college/schools/profile.asp?T=21400>College of the Desert</a> (Palm Desert, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20863>Edmonds Community College</a> (Lynnwood, Washington)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20096>Lewis-Clark State College</a> (Lewiston, Idaho), <a href=../../../college/schools/profile.asp?T=20819>Linn-Benton Community College</a> (Albany, Oregon)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22049>Lander University</a> (Greenwood, South Carolina), <a href=../../../college/schools/profile.asp?T=20709>Santa Fe Community College</a> (Gainesville, Florida)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22071>Lynn University</a> (Boca Raton, Florida), <a href=../../../college/schools/profile.asp?T=20873>Lake Sumter Community College</a> (Leesburg, Florida)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22074>Madonna University</a> (Livonia, Michigan), <a href=../../../college/schools/profile.asp?T=20748>De Anza College</a> (Cupertino, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22074>Madonna University</a> (Livonia, Michigan), <a href=../../../college/schools/profile.asp?T=20562>Indian River State College</a> (Fort Pierce, Florida)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21806>Wheeling Jesuit University</a> (Wheeling, West Virginia)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21187>Newberry College</a> (Newberry, South Carolina)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20779>Long Island University-Brooklyn Campus</a> (Brooklyn, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21876>Caldwell College</a> (Caldwell, New Jersey)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22252>Trinity Christian College</a> (Palos Heights, Illinois)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20516>Brewton-Parker College</a> (Mount Vernon, Georgia)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20541>Faulkner University</a> (Montgomery, Alabama), <a href=../../../college/schools/profile.asp?T=20141>Lurleen B. Wallace Community College</a> (Andalusia, Alabama)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20538>Embry-Riddle University</a> (Daytona Beach, Florida)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20592>Mount Olive College</a> (Mount Olive, North Carolina), <a href=../../../college/schools/profile.asp?T=22230>Sterling College</a> (Sterling, Kansas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20696>Grand Valley State University</a> (Allendale, Michigan)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20110>Chipola College</a> (Marianna, Florida), <a href=../../../college/schools/profile.asp?T=20624>Saint Leo University</a> (Saint Leo, Florida)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21410>Concordia University</a> (Portland, Oregon)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21423>Doane College</a> (Crete, Nebraska), <a href=../../../college/schools/profile.asp?T=20710>Barstow College</a> (Barstow, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21231>Trevecca Nazarene University</a> (Nashville, Tennessee)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22387>Immaculata University</a> (East Whiteland Township,PA)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20160>San Joaquin Delta College</a> (Stockton, California), <a href=../../../college/schools/profile.asp?T=20405>Colorado Mesa University</a> (Grand Junction, Colorado)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20043>Cochise College</a> (Sierra Vista, Arizona)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20110>Chipola College</a> (Marianna, Florida)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20820>Adelphi University</a> (Garden City, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20882>Pitt Community College</a> (Greenville, North Carolina), <a href=../../../college/schools/profile.asp?T=20541>Faulkner University</a> (Montgomery, Alabama), <a href=../../../college/schools/profile.asp?T=20668>Walters State Community College</a> (Morristown, Tennessee)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22223>State University College at New Paltz</a> (New Paltz, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20923>St. Thomas Aquinas College</a> (Sparkill, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20524>The College of New Jersey</a> (Ewing, New Jersey)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21916>College Misericordia</a> (Dallas, Pennsylvania)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21397>Coker College</a> (Hartsville, South Carolina), <a href=../../../college/schools/profile.asp?T=21037>Lindenwood University</a> (St. Charles, Missouri)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21317>Alderson-Broaddus College</a> (Philippi, West Virginia)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20809>UT Rio Grande Valley</a> (Edinburg, Texas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21487>Huntingdon College</a> (Montgomery, Alabama)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20133>Jefferson College</a> (Hillsboro, Missouri), <a href=../../../college/schools/profile.asp?T=20107>Cameron University</a> (Lawton, Oklahoma)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20897>Saint Thomas University</a> (Miami Gardens, Florida), <a href=../../../college/schools/profile.asp?T=20945>Des Moines Area Community College</a> (Des Moines, Iowa)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21533>Louisiana State University-Alexandria</a> (Alexandria, Louisiana), <a href=../../../college/schools/profile.asp?T=22070>Louisiana State University-Eunice</a> (Eunice, Louisiana)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20555>Garrett College</a> (McHenry, Maryland)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20914>Glendale Community College</a> (Phoenix,AZ)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21132>Brookdale Community College</a> (Lincroft, New Jersey), <a href=../../../college/schools/profile.asp?T=21024>Felician College</a> (Lodi, New Jersey)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20923>St. Thomas Aquinas College</a> (Sparkill, New York), <a href=../../../college/schools/profile.asp?T=20959>Rockland Community College</a> (Suffern, New York)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20576>Long Beach City College</a> (Long Beach, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21141>Cerro Coso Community College</a> (Ridgecrest, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20895>Cal State San Bernardino</a> (San Bernardino, California), <a href=../../../college/schools/profile.asp?T=20746>Citrus College</a> (Glendora, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20105>Cal State Dominguez Hills</a> (Carson, California), <a href=../../../college/schools/profile.asp?T=20050>Cerritos College</a> (Norwalk, California)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20102>Armstrong Atlantic State University</a> (Savannah, Georgia)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21724>Stevens Institute of Technology</a> (Hoboken, New Jersey)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20570>John A. Logan College</a> (Blairsville, Illinois), <a href=../../../college/schools/profile.asp?T=20172>Triton College</a> (River Grove, Illinois), <a href=../../../college/schools/profile.asp?T=22356>Southeastern University</a> (Lakeland,Florida)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20603>Point Park College</a> (Pittsburgh, Pennsylvania)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21260>Benedict College</a> (Columbia, South Carolina)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20971>Wilmington University</a> (Wilmington, Delaware), <a href=../../../college/schools/profile.asp?T=21380>Cecil College</a> (North East, Maryland)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20716>Bellarmine University</a> (Louisville, Kentucky)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21172>Lindsey Wilson College</a> (Columbia, Kentucky)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21944>University of the Cumberlands</a> (Williamsburg, Kentucky)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21784>Wallace State Community College</a> (Hanceville, Alabama)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=22091>MidAmerica Nazarene University</a> (Olathe, Kansas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21528>Metropolitan Community College-Longview</a> (Lee's Summit, Missouri)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20686>Washburn University</a> (Topeka, Kansas)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=20637>Union College</a> (Barbourville, Kentucky), <a href=../../../college/schools/profile.asp?T=20682>St. Louis Community College-Meramec</a> (Kirkwood, Missouri)",0,NA,NA,
"<a href=../../../college/schools/profile.asp?T=21127>Bellevue University</a> (Bellevue, Nebraska), <a href=../../../college/schools/profile.asp?T=21461>Grays Harbor College</a> (Aberdeen, Washington)",0,NA,NA,
